,limericks,rhyme_score,nonrhyme_score,context_score
751,"there once was a lady named bessie 
 who said what you like best is cessie 
 i cant say a thing rash 
 so shell often take cash 
 if you want some ill take a cedilla

",2,6,0.680268142
752,"in the case of a lama said dana 
 i am told that the divine dont exist a 
 man who knows the gods words 
 must be kind but he finds 
 a good reason to smile when a sana

",3,6,0.678744659
753,"a cicada the family name 
 thats a city in south carolina 
 the first was created 
 with a longagoation 
 and second with cinco de mayo claim

",1,6,0.678464103
754,"so how can you be so astute 
 when the state is its own cream of the crop 
 cafeteri whats that 
 if you think ill try that 
 well i think ill just drink my way out

",2,4,0.677289465
755,"theres a rule that my business requires 
 theres no profits for holding your fires 
 theres no profits ive found 
 and no sales left behind 
 its a con job  well go out and hire

",2,6,0.676977992
756,"when im having a drink while i munch 
 on some root beer and ice cream in mint 
 its a drink id refuse 
 if i felt like a dope 
 i would always choose chocolate and crunch

",1,6,0.675752765
757,"said the teacher of katrina the water 
 you cant swim you must eat like a trout 
 but ive learned that it takes 
 a long bath to get break 
 i said give it a try  itll sweat

",0,6,0.674699284
758,"its the same every year in my class 
 i teach children to readjust their glasses 
 but the reason youre dumb 
 is youre too new to read 
 my most recent paper in lancs

",0,6,0.672823209
759,"this is my chamfer i need a spare 
 i am sorry your yacht has been dyed 
 in the water thats clear 
 its in line that i fear 
 you may well have an ache in your derry

",1,4,0.670966968
760,"when the weatherman called i was warm 
 in this office ive never found 
 that weatherman clark 
 will take any clerks 
 so my tempers will never be quiet

",0,6,0.669723466
761,"for a date i would ask my friend gus 
 where each date he would meet would begin 
 in a very first turn 
 and he himself would turn ten 
 twenty hours to get there i grin

",1,4,0.669470593
762,"the man who invented britain 
 was proud of his country and chittagney 
 but the british britain 
 wasnt so much in heaven 
 it took him too long to sit still

",1,4,0.668441683
763,"on the beach theres a man in white tie 
 with a surfeit of strength that no guy 
 can break to attack 
 so this fight wont end till 
 hes ready to bash up his shoe

",1,6,0.668236747
764,"when a countrys a state of wedarcys 
 its been attacked by a group thats called barons 
 though not at all nice 
 this is not all that nice 
 its a long way from safe abwehrys

",2,6,0.666758657
765,"dodecans are found in the meadow 
 and can smell good with a good rye whiskey 
 though their flavor is good 
 youll note that you may 
 find them hot if you dont want to brood me

",1,6,0.664784573
766,"theres a book that the school boards would crack 
 that the children will find quite a shock 
 theyll read about fairy 
 in brazil where theyll try very 
 to win a prize  they may not pay back

",4,6,0.664674312
767,"said an offthewall bloke you wont pay 
 if i say that this verse just wont fly 
 then im sure you wont mind 
 this  limericks a bind 
 as we might in a musical way

",2,6,0.664632894
768,"for an indian food i say kwain 
 for a curry id rather an eel 
 if my host has a knife 
 he can quickly wife life 
 then my munchies are surely heavenly

",1,6,0.662340075
769,"a crutch who wore only his skin 
 tried to reach out and say wheres my kin 
 and i heard a sharp crack 
 thundering thunderous yack 
 what a shame the man was in one

",4,6,0.661973193
770,"in china a man was enamored 
 of a girl but alas was derided 
 so this man would prefer 
 that she werent a hester 
 instead  her names angie farraphides world

",1,6,0.660265286
771,"my british friend is a crook 
 and an outofwork thiefa no joke 
 if you see him youll run 
 all my life hed say shucks 
 i dont care  i wont let you go

",0,6,0.659592107
772,"when the bostonians came to beheads me 
 no one could tell me who had been to behead me 
 i thought that youre joking 
 but it sure wasnt smoking 
 its not what you call being blind see

",4,6,0.655965306
773,"this is dactylia  i mean 
 it relates to a beetle like mite 
 to an ant it will be 
 that the beetles so wee 
 they could find little good in its fight

",2,6,0.653475299
774,"these old words that can help keep you calm 
 as theyre easy to use on your screen 
 or its simple to read 
 when its run on a leaf 
 but it isnt runofthemill

",0,6,0.653239429
775,"the cacko is something thats stuck 
 in our heads as a source of a stuck 
 that our tongues give us glee 
 from a verb to a tree 
 and we never say cracko its quick

",2,6,0.653092131
776,"all my friends have been playing with fire 
 theyll get a few more out of my hair 
 but im out of my mind 
 im so deep in the find 
 thats the meaning id just heard in my chair

",2,6,0.651595587
777,"heres a note from a friend in my pocket 
 i dont know what youre thinking about 
 i dont mean to be crude 
 but i feel idsubreed 
 i dont like you said lenny and claptrap

",1,6,0.649702549
778,"in our town where the traffic is heavy 
 you should always take heed of the advice 
 a police chase will do 
 if youre driving too soon 
 so you keep an eye out for the brit

",0,6,0.649497155
779,"im not fussy im simply apathetic 
 since our marriage was wholly cat scratchive 
 i was shocked by his stare 
 hed been hurtled away 
 though the scoldings not always effective

",1,6,0.648620144
780,"i once saw a fair one named beth 
 i said let me be your new earth 
 so her earthshatter stare 
 made it hard to ignore 
 if you would  now im dating a red

",1,6,0.648374394
781,"this new paper for years ill be holding 
 no interest till after its foldin 
 and when this stuff has passed 
 and the fold i cast 
 i will never be late for my ferdin

",2,6,0.647814706
782,"all the world is my oysters my oysters 
 i love fish and most things that are brooder 
 like that life i can get 
 from a dead fish or pot 
 or just my poor eyes when its wintery coyster

",1,6,0.646596238
783,"i cant sleep that whole darned thing 
 its making me look like a clod 
 theres a terrible pain 
 but the doctor explained 
 its the way i need an glasseshaped bowl

",0,6,0.646595985
784,"i went to the concert to see 
 the band plays a dutee and they c 
 tongue music  therere so few 
 just one dibs just so few 
 i cant stand the loud fillsit wont v

",4,6,0.642270483
785,"i once had a cow and a calf 
 though i dont have a dog in thisshed 
 but i couldnt resist 
 to take her to her side 
 this is not how i love my my bairn

",0,5,0.640503105
786,"an american fellow named lou 
 tried to send out word that was new 
 but with doubt on his own 
 bae was quick to respond 
 what could come comes through this old book he just knew

",3,6,0.640381493
787,"to a bullrushes head they said ooze 
 from the rump you should watch him to make 
 and not look at his bull 
 or the rear they were stuck 
 to say something theyd rather not say

",0,6,0.64034763
788,"to the scotsman his name is girth bruce 
 he is handsome and muscular but he 
 will not win this race 
 if he tries to outdo 
 the old scottish scotsman by three

",1,6,0.640055092
789,"there once was a man from nevada 
 a carouser whos not often heard 
 for his friends he would eat 
 the most delicious of meat 
 and when asked for a date they all pout

",1,6,0.639992189
790,"the act of coition is prone 
 to create an odd split in the known 
 there are those in the sect 
 who feel quite antipract 
 to another and yet they abide

",1,6,0.639749183
791,"when i sawed through her thin derriere 
 shes a girl who looked very much square 
 then i had a dark stare 
 to look better on her face 
 but with age shed become even more square

",1,4,0.639472522
792,"this is cemma  im here for a inspection 
 but what does it stand for protection 
 this plant has a smell 
 that is sharp as a bell 
 so my hairline will never impierce

",2,6,0.637288518
793,"said my son who is more than a friend 
 there are times i may fall to my end 
 so he turned and said wheres 
 your place in my lifes 
 and thats why for life no i can

",1,6,0.637042418
794,"we were happy till one day to my sorrow 
 though my mood wasnt very much sorrow 
 i was given a pail 
 of some coke of some coal 
 and im sorry to report youre a thief

",2,6,0.636866078
795,"my dear wife loves this brand new device 
 just take it on home  no more 
 its so cute and so smart 
 to turn text into art 
 she loves it right back there in her throat

",1,6,0.634448364
796,"its a word from a long time ago 
 for the way that we used to let go 
 of all those who fell foul 
 at our table to boul 
 this one cant say very well any more

",1,6,0.633938432
797,"a birdwatcher said to be wary 
 of the branta galls called a boar  and beware 
 of their teeth it has denture 
 and so will his tinture 
 but the ones that he studies are scary

",2,4,0.63374434
798,"the great war had a lot to do 
 with the countrys turn to a two 
 but the countrys split 
 and you cant have one sit 
 so its not even a b

",2,6,0.633534633
799,"when a film called the fable of merv 
 was released in a week or a year 
 an critics report 
 said fables short 
 the most fittingly written for stan

",1,6,0.632763963
800,"my dear sir i have a new fan 
 and i hope our affair can be harmonized 
 in this body of air 
 youll be glad that i care 
 i need clothes and you give me your clothes

",1,6,0.632353291
801,"as a lover im not being mean 
 cause i am   yes i am indeed 
 as a husband youll see 
 im a dear spouse to three 
 i just think thats the thing that i need

",2,6,0.630229287
802,"the word damsel its used to suggest 
 that you dont take your clothes off in haste 
 when youre making a trip 
 with a friend or a pal 
 who may need a new pair of pants

",0,6,0.627537884
803,"our new flat just opened today 
 but the owners all say that they may stay 
 since my rent is sky high 
 and the roof lacks that eye 
 i am stuck here until well pay

",4,6,0.626696155
804,"in this job its my only ambition 
 dont eat while you work and collect loot it 
 as time passes by 
 to your boss and his crew 
 then ill die in my grave dig deepinto it

",1,6,0.626437336
805,"if your chamferings just so bad 
 maybe something is making you sad 
 and the price you have paid 
 for the chamfer is high 
 but the counter is simply a fad

",3,6,0.626372121
806,"theres a term that is rather obsolete 
 in the greek it means dios on a date 
 and in latin its dion 
 and also forionsion 
 i havent a clue as to this

",1,6,0.625933133
807,"from my job as a mason today 
 ive a fear that i amnt prepared 
 for the day that i go 
 when its all ready to flow 
 on this floor i cant even say clay

",2,6,0.625521332
808,"this plant though its galls the town clerk 
 for its galls can be awfully prickly 
 its name means  of feet 
 a gals  a disgrace 
 or a lady might take up that sn nick

",0,6,0.624434523
809,"a cat is a creature thats small 
 made of paper or rubber or hall 
 or of wood from a tree 
 or of wax from some sea 
 a ball is a ball in a wall

",4,6,0.622713536
810,"the word damselfish is not quite a word 
 for the kind you would use in a herd 
 not your kids on your road 
 to which damselfish is load 
 its a term that they might use instead

",2,6,0.622268647
811,"the alopecos the best thing to eat 
 when youre running to fish for a treat 
 but beware when youre hunting 
 youll see if its waiting 
 youll get hit by a badgers sharp beating

",2,4,0.622098785
812,"my mom threw away clothes in the washing 
 and that hot air balloon in auntie 
 was so balloony she sagged 
 that each second she sang 
 of a sound that is gone but onby

",1,3,0.62109676
813,"at the race a young man found fame 
 he was one of the best in his game 
 a world record feat 
 a world series in first 
 but with only six games left to claim

",3,6,0.620731099
814,"we had set the whole world in its wake 
 in its place our new home of our folk 
 but we have to begin 
 as a true antireophyte 
 to be proud to give back the bs

",0,6,0.620567486
815,"from sonic sinatra to greek 
 my love of theonic is weak 
 its no good to be litten 
 with music so bland 
 or so i thought to my shrink

",1,6,0.619280756
816,"when youre building a life for your wife 
 you should not build your house so she said 
 with your children in tow 
 and the place youll enjoy 
 couples dwelling just looks like a blouse

",0,6,0.614118803
817,"the antonyms not what you think 
 its your word for the sound in a wink 
 its the sound you cant make 
 its your voice that makes shakes 
 if you have one in mind i dont think

",3,6,0.613347523
818,"a man who went to a dance 
 where he found himself spilt by his glance 
 a young lass or a lassie 
 who was not very tall 
 just a girl or a woman  yes france

",3,6,0.613149732
819,"theres no doubt that old lewis is nuts 
 in the garden theres nothing but nuts 
 if i plant all the clumps 
 in the air theyll fall tumbles 
 and then die or some time will be cuts

",3,6,0.611781351
820,"one of us lives in a flat 
 and both us live in a small one too 
 we dont have to drink 
 so my wife makes a rule 
 if im asked for my own youll agree

",0,6,0.611470997
821,"if youre looking to learn about botox 
 you should first try bromazopectox 
 if you think its a gas 
 at your work its a class 
 of three salts one and one of thems a pox

",4,6,0.609911658
822,"theres a word thats quite useful to me 
 to make it concise i would like 
 to say less youre still 
 surely not youre still 
 its more than a little bit catholic

",1,6,0.608801916
823,"a bluej egreek is a joke 
 that by some it might bring to your folk 
 if it sounds funny youll laugh 
 and most certainly y chuckle 
 then just swallow its real you might choke

",3,6,0.607283302
824,"i can hear you the wife of a dane 
 whos been making his fortune with cane 
 this acrid affairs 
 will soon be the affairs 
 of a clever young woman named lola

",2,6,0.606952682
825,"a deodar i know from the brit 
 is an object that darjeeling fits 
 though you might think it might 
 look too fancy to say 
 its a gemstone it seems not a hit

",1,6,0.605561838
826,"in the war the brits would bomb dallas 
 and the french said yes you can kill us 
 the germans were beat 
 when a germans defeat 
 would be met with a hail mussar esse

",4,6,0.605483085
827,"theres a town in nantucket that is 
 called  anacogonnese it is 
 the old island of spain 
 and if you dont care 
 its a place worth the detour of chad

",1,6,0.60497804
828,"theres a man and a girl who are flitting 
 in the amorous land of the titling 
 who are drinking their spittoon 
 while another is stony 
 and loves what she wants to be smoking

",3,6,0.602307621
829,"i can say without doubt or without 
 any doubt that your work is quite brill 
 if you take off your hat 
 for the job that youve had 
 youll be making a new life for della

",0,6,0.601064421
830,"theres a bovine with hair like a bra 
 and a tail like a bison a cow 
 but it hasnt an ewe 
 and its not even me 
 it is pugwash  and that is the law

",1,5,0.599316441
831,"in some cases a man with brown eyes 
 is seen to be lying in state 
 in a hospital gown 
 and he is quite a sight 
 not too nice its the kind who defies

",1,6,0.599170409
832,"when we asked what was meant by this word 
 the old guy said its something obscene 
 the word antonine  not 
 its of copper with lead not 
 the kind that comes out of the green

",2,6,0.598571019
833,"as a spy i loved to look sharp 
 when i worked in la france and was knighted 
 im no spy though im dutch 
 ive a background in dutch 
 so im back home where im free on my own

",1,6,0.597422015
834,"my friend has a strange face he likes 
 he appears more like a bear with his tresses 
 i told him in bed 
 you look great dear in bed 
 you look so much better when youre on skates

",1,6,0.595995318
835,"no more than a little bit more 
 at my age when my life is a bore 
 this is all to you and me 
 and for all that you see 
 im delighted and very pleased

",2,6,0.59556134
836,"when youve bought a new dwelling the price 
 may have gone up but now its not nice 
 this building is mine 
 but i had to decline 
 to bequeath all the cash and my advice

",4,6,0.595367596
837,"its a term that is just barely heard 
 but its meanings are very blurred 
 to say nothing thats new 
 is to be or to quote 
 either way is unerring absurd

",3,6,0.594773345
838,"if its fencethis  for me 
 i dont know but ill give you an ear 
 this small letter that i 
 have penned is a try 
 do i love it i really dont know

",1,6,0.592638604
839,"some say its ok to be rude 
 to say that im fat or at large 
 but its only a matter 
 of when that stuffs on your 
 small plate is all done with its food

",1,6,0.592023142
840,"the cagneyed king of nantucket 
 gave the crew his okayedilfucket 
 with a phrase like a lark 
 in short it was spark 
 with which alice did her best to dis mug bucket

",4,6,0.591821522
841,"in the dark i must think that its night 
 like when love songs from memory recall 
 what was deep in my head 
 and in everyones dead 
 it was jubilee once so i fight

",2,6,0.588494822
842,"a botany prof at the core 
 caught a case of the bug epiphytic 
 since he didnt know 
 what a blossom will show 
 he just kept it under his door

",2,6,0.588004429
843,"on the coast on the capelets and dunes 
 lives a fish whos become a sensation 
 that has taken a beating 
 when im feeling stressed 
 but im not so upset that he pokes

",0,6,0.58649184
844,"when theres good news for jacques dalene 
 he says ive no right to complain 
 so ive made my wish 
 i will never forget 
 my dear pete  im a cat on a plane

",1,6,0.586254999
845,"a brag sheet a page or a bound 
 a chart or a chart for a mind 
 you can write in red 
 a quick guide to your dread 
 a handy map showing the divide

",2,6,0.585805513
846,"i cant tell the reason for that 
 when i see him id rather say fcat 
 he has come up to me 
 for a cat since we three 
 are the kids of my uncle i glad

",2,6,0.583312131
847,"i could be but my wife ive a pal 
 i can see im a great friend whos no dale 
 i love i love you 
 oh so dadenoid true 
 just like you theres no way to say fail

",4,6,0.580248795
848,"our teacher said with perfection 
 a large bill is the work of precision 
 for this task i set strict 
 but his students pressed 
 to be free of the costs of addition

",1,6,0.579624809
849,"its not right to have hair that is greyish 
 like a man whos been hit by a baeish 
 this kind of bald spot 
 is a source of nogot 
 people think that its just astrocytosis

",1,6,0.578654774
850,"theres an aperitif music we hear 
 for the song that is part of the beer 
 in a place where it pokes 
 in a beer cause youre kneeking 
 and your heart needs a little more cheer

",3,6,0.577578276
851,"says an old sinner of sin 
 i am willing to pay you a fin 
 so in heaven you pay 
 for my sin as you say 
 but you still have to say why in finn

",4,6,0.573400038
852,"a person whos bad isnt right 
 and a evil ones bad is quite 
 but a good and a good 
 have their faults and the good 
 in a verse that might be a delight

",4,6,0.572144751
853,"when the school board meets once a year 
 to determine what funds are earner 
 a number thats new 
 is earless they choose 
 as the board seems to think them a leer

",1,6,0.570930749
854,"the absteroid form is preferred 
 for a guy whos a little unkempt 
 in his body some parts 
 just might show up inks 
 since hes clearly the worlds best whencempt

",1,6,0.569620326
855,"that new model is rather like aification 
 of her body shell not be deflunation 
 the result of her care 
 i will make her look care 
 if im asked to define clonification

",4,6,0.569274481
856,"when i was a young girl i felt chipper 
 till my mom told me i would be a whipper 
 but its hard for a guy 
 with a nice big big bruise 
 to be called a big bingee named blipper

",3,6,0.56291385
857,"there are many whose stories enthrall 
 from st kitts and kim bergman to all 
 now and then i will feel 
 that theyve chosen the wheel 
 and im right to pick up the dust

",2,6,0.559871409
858,"its a term that will earn me some flak 
 my ex is a mean oneeightyawk 
 but he never will shirk 
 when i leave or work 
 he feels hurt and he cant get his back

",4,6,0.558502
859,"in my mind theres no simple solution 
 its a hard sell i think you can guess your 
 im not sold on your love 
 i suspect its because 
 im a guy who believes in the magicasso

",0,6,0.558189668
860,"a bonsai kaisai or brahmin 
 is a style that they call bionhangmin 
 from the greek you may say 
 i know one that today 
 is in vinyll right here on this lawnin

",4,6,0.556957558
861,"bob the baker is never concerned 
 for the flour in dough is well earned 
 but with this batter 
 solution nobel 
 he gets mad at his wife when he learned

",3,6,0.555844299
862,"i think ive invented a new 
 kind of chemical todo for that guy 
 i dont mean to be rude 
 when i say i am crude 
 but i think its a pretty good buy

",2,6,0.555815652
863,"an acid we try to protect 
 is a hydroxide we test using 
 some of this anionic 
 for all acidmetaphoric 
 to get an a to be part of the act

",1,6,0.555810161
864,"my husband cant see whats asperity 
 he says i believe in futility 
 with no money and no clothes 
 so he said just you guys 
 i think not its my job to putinkle

",1,6,0.553270444
865,"at the sight of this sight im so sad 
 that my heart has just broken a badad 
 so im making no sound 
 when it breaks with my sound 
 but the pain in the place is extreme

",1,6,0.55292248
866,"the danaites and my uncle al 
 had a taste that is sadly maligned 
 for this sin they maintain 
 no i speak not in beef 
 and i doubt that theyll ever be kissed

",0,6,0.552783526
867,"the aluminous wood that they use 
 to make ceramics gets used to adduce 
 a bright color thats bolder 
 a wood that is stronger 
 or darken their work and their shoes

",4,6,0.550795477
868,"said a guy without any pretense 
 who met a young woman in france 
 i am sure you are chaste 
 with her bambi its paste 
 the result im afraid she cant cease

",2,6,0.550489377
869,"if the thought of a sexual display 
 should engender a deepseated okay 
 you could get a fair share 
 of the women they share 
 of an oscar or bust in brazil

",2,6,0.550328501
870,"this conundrum youve got is my theory 
 im not gonna go out and get sphyllative 
 ill explain every point 
 i will try for a start 
 cause im loathe to be callous and snivelling

",0,6,0.549453739
871,"the bawdys where im at work 
 when youre lying on hard on the flab 
 that is making me sweat 
 till youre done with my yette 
 so the maw of its shabby will gab

",2,6,0.548110195
872,"if youre not an exegesis machine 
 and youre left with the answer alone 
 the answer is simple 
 the first thing youll do is 
 give some thought to what ought to be known

",1,6,0.548085675
873,"the word chittagong was named for a t 
 then a chittagong as well you can see 
 it means chittagong too 
 for its name you can view 
 and its value if you are a meek

",2,6,0.547960393
874,"bought a plane last fall when it caught a 
 high number of bacteria 
 from aerating the air 
 we were not paid what were 
 but were lucky theres only three chitubs

",2,2,0.5471569
875,"theyre a group that is known as the bowers 
 who are sometimes as well as the bowers 
 theyre in charge of the affairs 
 of the church and of prayers 
 but i doubt theyre all very much power tools

",2,2,0.545008872
876,"when i first met my grandsons my dad 
 i was first there on stage  theres a lad 
 there is love there is lust 
 so im hoping my lust 
 will be better than my looks have been bad

",4,6,0.544965558
877,"there are four things he cant be as a rule 
 so theres one that is certain to bring 
 out a certain repute 
 and then later will boot 
 up some limerick  not really a cule

",2,6,0.544216886
878,"in the sixties the playwright named clark 
 wrote plays that were both real and dark 
 a great work of art 
 so today its quite heart 
 but a much shorter and more real mark

",4,6,0.543851494
879,"an amoebas an amoeba 
 the size of yourouth it is key 
 to be sure you dont mind 
 its a growth thats quite kind 
 or a worm that can make you feel peeved

",1,6,0.541452775
880,"if we take the twoapex tack 
 said the girl then her face wouldnt look 
 like a man on a mission 
 to eat up an mound 
 but i guess i should take some more stock

",3,6,0.54015962
881,"as to me id say british delight 
 cognoscenti all make it a fright 
 they might say youre a blue 
 cognoscenti too 
 and say that its your birthday that night

",4,6,0.539575517
882,"theres a problem with food and i think 
 why should potatoes and beans come in pink 
 so in season they stay 
 nearly all green and gray 
 it is time that we all have some z ink

",4,6,0.538742706
883,"in the us a new baby is born 
 to an illmannered race course im makin 
 its a battle of willies 
 a test where the dillies 
 have no chance in their first full moon

",2,6,0.537958026
884,"the best in the sport of keno 
 is to win as an absoluteero 
 every time you play 
 you get laid on your face 
 but dont worry its just one or zero

",3,6,0.536558927
885,"though the job of a beekeeper might 
 be a real nice one  theres a slight 
 that is one kind of honey 
 you might see on a honey 
 its a bolly thats round and not long

",2,6,0.535655271
886,"i am sorry dear wife i would fain 
 make your bed my dear mrs phelps has dain 
 as i said to her spouse 
 but just what are these lps 
 its a pill ive taken to cure

",1,6,0.534023046
887,"to the goth an old chestnut groan 
 would have made good a fine china stone 
 its been decayed but old 
 for the heart of a mold 
 so im taking a heartnuts loan

",4,6,0.531639688
888,"theres a term that i heard of in yore 
 it means people who think that theyreore 
 theyre as sure as can be 
 that they know the right knee 
 they dont care if they call out for aid

",2,6,0.530442208
889,"its a plant that is called fasia plants 
 with a color like bloodcurdling pants 
 this coniferous growth 
 can appear in your bed 
 if youre able to look up and dance

",3,6,0.524627359
890,"my new baby is small but a prince 
 i can tell by her cry what a blunter 
 when shes born shes a star 
 when shes cryous shes blar 
 youll agree that its blunter a brunter

",2,2,0.523781817
891,"if youre going to fish in the pond 
 and you wonder what could you be blanc 
 use an anglerfish  its 
 a kind of a skunk 
 to avoid getting caught up in franc

",1,6,0.523225848
892,"theres a certain appeal though its true 
 to avoid being hit by a woo 
 its to show youre not lame 
 and thats all you can claim 
 is in fact quite a bit more than just blue

",4,6,0.522835277
893,"said the doctor youre sick and youre dead 
 cant you please get a good shot of red 
 and a shot of caymanine 
 this drug is a win 
 its for treating aortic disease

",2,6,0.521445435
894,"my heart aches like a knife in the giver 
 the pain hits my shoulders as shiver 
 as i sit on the throne 
 though the pains gone to bone 
 theyll be mine on the long years ive chosen

",2,6,0.51827243
895,"theres a phrase that is dear to our heart 
 for the heart of all people inart 
 so if you just might 
 say weve all just met white 
 i can give you the gist of the part

",4,6,0.516037073
896,"in this city the cops have declared 
 that the suspect has fled on his own 
 you can catch him you know 
 but to catch him you must 
 get the help that they plan to require

",0,6,0.514439888
897,"we were walking on lake beddyne 
 when we heard a loud boinging from phoebe 
 thats why we yelled to her 
 youre a bird she said fluff it 
 it was yukon this bird is called pooh

",0,6,0.513286792
898,"a boozer i hope will be sent 
 to behead a girl up the street 
 in the days before rude 
 or a drunk who was crude 
 with a bimbo his life was quite neat

",2,6,0.513224147
899,"in this web site it looks at the times 
 you can sort through the whole of these crimes 
 in this thread by your name 
 by those words that you claim 
 so we hope that youll get your pen rhyms

",4,6,0.512390524
900,"i would love a more conciliatory romp 
 in the sun in a cool cool drizzle sombrero 
 said the girl to the handsome 
 her boyfriend he knew it 
 he said and theyd better stop st limp

",1,6,0.512285527
901,"no more tears is the cry i cry out 
 for i never can say what i doubt 
 theres no way theres no tears 
 so my last hope of muz rears 
 ill just call me old man  out the bince

",2,6,0.510174662
902,"its a cinch to buy gold in the pound 
 and the price here is nearly insane 
 but the gold will be cheap 
 in my store till they keep 
 all the notes on the label in signed

",2,6,0.508638747
903,"for the most part the bbs all sound nice 
 with their great doubletime delay 
 but alas theyre still here 
 as it only began 
 on this road to the hearts of the thais

",1,6,0.508029066
904,"our children are old and theyre old 
 so our lifes full of danger they hold 
 but the wise old gent 
 shouldnt wear any vest 
 weve just found a new gift for our fold

",3,6,0.506651074
905,"when my ex was a kid i had left her 
 for a girl she was very enthralled her 
 but they found shes not fat 
 so in spring they went that 
 wed have ice cream in scoop for a farah

",4,6,0.506042261
906,"a dames not a lady or knight 
 but a lady or woman of light 
 and its also called a 
 when her husband is dead 
 theres no need to be mad or quite uptight

",3,6,0.503790412
907,"though for you theres no need for a gun 
 keep this gun near your waist when you run 
 with your left or your right 
 both will move without blight 
 i once said to a gal when one spun

",4,6,0.501895696
908,"said my excon theres nothing much to 
 that i am but a backroom guy 
 but i work in the back 
 of my own little shack 
 where my wife and my children are due

",2,6,0.501393162
909,"im afraid its the thursdays and not 
 the new year so id rather forget 
 about mayflower and dee 
 and for thats what i see 
 its a flower that flowers areget

",3,6,0.500744458
910,"weve a car that we sell on a truck 
 if you need one please order by truck 
 as our van will provide 
 a fast driver or guy 
 who can carry you from peru to la

",1,6,0.500169232
911,"a canticle of mine was a dream 
 so the boss said he never would see 
 me at work on a dare 
 ill be shot in the air 
 its so wrong ill go right to jail

",1,6,0.499408213
912,"an airfog will sometimes seem fine 
 while on others it could be a sign 
 you should wait for a while 
 with a dustpan or rake 
 youll get sick and need work that is spiny

",1,6,0.497482799
913,"theres a place in the land called berra 
 that is known to have many a ra 
 eutecheir is the name 
 of the land by its fame 
 you might see if you wonder howra

",4,6,0.49348738
914,"while weve no fixed point of view its agreed 
 that our points of view are oneandthenthats key 
 when you look at the whole 
 of the worlds in the middle 
 its more of a bear than a dem

",0,6,0.493068494
915,"a duke is an englishman maam 
 or a duke whos from chadford or yam 
 or a doctor wholl be 
 one of those we would see 
 and thats not all this limerick has here

",2,6,0.492794409
916,"an absconsary writing is nice 
 i confess im quite often a dice 
 a few letters above 
 means the place where i die 
 so for me this is fine although twice

",3,6,0.491520934
917,"im a carouser  not really  theyd say 
 they wont be any longer they stay 
 for their work never fails 
 but my coritzers in shales 
 she stays on so she knows which way

",4,6,0.488499934
918,"in your case that youre still just a pup 
 its to hope that youve made a bit 
 of the limrick youve done 
 it is really a apt 
 to be read by some good cookinup type

",1,6,0.487727746
919,"the word brittling a kind of a spondee 
 it can mean either sharp or sharp agree 
 that when you take part 
 you have got to keep art 
 its a part of your body thats veyee

",4,6,0.484363869
920,"this paper says you must use a pen 
 though its quite clearly a sin to begin 
 once your handwritings done 
 theres no longer a gun 
 in the cold light of night you can chun

",2,2,0.483879425
921,"if theres one thing that youd like to share 
 keep it under your belt when youre there 
 in the car on your feet 
 in this case theres feet 
 this is known as the handy pair

",4,6,0.482677214
922,"with some stuff i dont think thats bizarre 
 my poor brain can complain but its bizarre 
 i feel lost with some words 
 like all meanings of birds 
 so i guess that im better off beg

",2,6,0.481766887
923,"on the back of my head in the hall 
 you will find your new girlfriend and call 
 her your new chanteuse dommage 
 so that all my amorous 
 enjoys in a night on the walk

",1,6,0.481695913
924,"though id rather be munching a ham 
 to which i am likely to come 
 i find that i grope 
 and am left not a bit 
 cause they all turn out hamish and dumb

",3,6,0.480494004
925,"when youre out on a boat or a tramp 
 or to camp and relax on a camp 
 or be playing a while 
 you are out on a lark 
 and i know what youre thinking of sass

",1,6,0.479563743
926,"on a bacchanal sea youll find 
 a cetacean thats hard to disguise 
 on the surface thats dry 
 then theres plenty of supply 
 you can use to bring goods online

",1,6,0.476155645
927,"a caller with perfect technique 
 made her numberone dream come to a creak 
 with a stroke from a pole 
 she was done for her task 
 to make money and make friends with this quack

",1,6,0.475708704
928,"when a word needs to sound a bit hokey 
 add some nouns that arent very chic 
 then it ought to be fash 
 and should stick to the ash 
 of a book  now youve brought it into view

",1,6,0.475623645
929,"the man who will open a beer 
 or the girl youll find out there are 
 both can open a pack 
 or be tricky at all 
 when youre not very much in the dark

",0,5,0.474894673
930,"i was taught on a course of the law 
 that for students a course of the law 
 would be called a course de souters 
 but this term has such purters 
 it gives me a cause for repulsion

",2,4,0.473092206
931,"with our boat under sail were exposed 
 but my daughters a clever young priest 
 she has plans for a career 
 as a young aquanair 
 and this isnt so bad as wereophobia

",1,4,0.472480897
932,"whos the person or thing of the day 
 but in science a term for this way 
 is called dark astute 
 its from latin  what cute 
 all the others seem more or less gray

",4,6,0.471257679
933,"to eat healthy food is my thing 
 and my mom tells me please dont you bring 
 me a bowlful of brown 
 with a healthy brown head 
 to use only the nut and thering

",3,6,0.468802549
934,"theres a term that i learned from my nanny 
 when my sister ran off with a tanny 
 it sounds like a bawd 
 if it looks like a bawd 
 ill respond with a dandruffdonna

",2,6,0.468564902
935,"all my life i have studied the skies 
 but i cant go to sleep with the guys 
 i dont even know where 
 they might be from their car 
 so i ask ask myself will it surprise

",3,6,0.467862241
936,"the darwinian theory has explained 
 how our species has always been hound 
 i am glad you have joined 
 the first species that kicked 
 its true father i cant be ignored

",1,4,0.467262171
